"","comid","rsp_loc","FromNode","ToNode","Hydrosq","rch_lgt","rch_slp","rvr_lgt","rvr_slp","cat_are","wsd_are","rch_are","rch_lgtm","crsp_mss","csar_rch","clgt_rch","crsp_sta","crsp_wsa","rch_wdt","d50m","order","bkf_wdt","doc_annual","do_annual","nitrates","res_time","hz_exchng","aer_resp","anb_resp"
"825",23101214,0.00147939258461554,50155376,50019176,50219328,7.756,0.01,7.76,0.001289,5.55,5.55,14116.73746,7756,20.88419671,14116.73746,7756,0.001479393,3.76e-06,1.82007087464326,1.73402e-05,1,0.516772068941195,2.69479624263531,9.76809079460114,3.33111729416367,6275566.60678733,1.29e-08,0.00143638295733424,4.30096272812985e-05
"826",23101218,0.578424343648419,50155377,50019411,50219327,2.259,0.15,2.26,0.066372,1.18,1.18,1820.562839,2259,1053.057865,1820.562839,2259,0.578424344,0.000892422,0.80566385489445,0.000690386823519126,1,0.205947815091286,0.781818181818182,10.7444472342376,0.440969029964644,49051.9754447386,6.05400200117017e-06,0.576518985691599,0.00190535795681941
"827",23101220,6.55443570769235,50155378,50019405,50219326,1.905,0.11,1.91,0.057592,2.06,2.06,2055.980898,1905,13475.79461,2055.980898,1905,6.554435708,0.006541648,1.08024915184962,0.00155801509004234,1,0.317373749848049,1.38879104243322,10.5113100697878,0.12949974623091,23628.1164779449,3.86804482226722e-05,6.52567227084562,0.0287634368467306
"828",23101224,0.00535033678001161,50019809,50019814,50137370,4.969,0.04,10.03,0.011964,3.72,11.41,13215.84737,4969,460.191359,23791.87104,10032,0.019342378,4.03e-05,2.65975752945687,0.0001352646,2,0.661489115502332,0.781818181818182,9.99100963634199,1.4046143500012,2222205.74627834,1.70500000000001e-07,0.00532867111220655,2.16656678050584e-05
"829",23101228,0.0117539506749907,50155379,50019806,50219325,6.483,0.05,6.48,0.007716,9.63,9.63,15773.49896,6483,185.4009288,15773.49896,6483,0.011753951,1.93e-05,2.43259017872106,0.0001500364,1,0.627513492462837,2.13771060413441,9.74550717020942,2.55158569252826,1522591.15619555,1.43100000000001e-07,0.0115876688258131,0.00016628184917761
"830",23101230,0.00264821005032832,50019810,50019811,50089423,2.263,0.02,18.05,0.013296,1.38,17.42,7521.759368,2263,621.6142233,41559.02179,18045,0.014957383,3.57e-05,3.32331799371403,9.01134e-05,2,0.746536994344445,0.980097271262904,10.3015726472032,1.48555223661599,7944916.3991773,5.95e-08,0.00263690857570671,1.13014746216062e-05
"831",23101232,0.00432116161255954,50019811,50019803,50041556,1.153,0.01,147.11,0.010944,3.52,211.02,14243.62398,1153,8885.163917,468521.0577,147109,0.018964279,4.21e-05,12.3536381419529,0.0001247711,3,1.24742692205915,1.39394349544773,10.0486258442459,1.54772008260794,30035465.4929312,9.13000000000002e-08,0.00429477587084339,2.63857417161572e-05
"832",23101236,0.173634701170234,50155380,50019791,50219324,2.186,0.13,2.19,0.059361,1.58,1.58,2053.882182,2186,356.6252189,2053.882182,2186,0.173634701,0.000225712,0.939467952791639,0.000335890827398863,1,0.264488366076516,0.781818181818182,10.4427625717031,0.580721712229222,127622.032987068,2.05726015855054e-06,0.17301601995277,0.00061868121746396
"833",23101238,3.6340856901728,50155381,50019403,50219323,1.506,0.15,1.51,0.099338,1.6,1.6,1425.548698,1506,5180.566123,1425.548698,1506,3.63408569,0.003237854,0.945708727600582,0.00149564380828613,1,0.267327471851436,0.793929587832667,10.4087571534129,0.216206375292394,17252.7850454093,3.59662953004778e-05,3.62196512807945,0.0121205620933526
"834",23101240,0.228271995884786,50155382,50019371,50219322,2.89,0.1,2.89,0.034602,2.47,2.47,3431.905027,2890,783.4078102,3431.905027,2890,0.228271996,0.000317169,1.1885492655215,0.000370047748071949,1,0.35384375791829,0.863346379917944,10.6538188764293,0.657426761404094,167805.714501245,2.4814145254399e-06,0.227451451791917,0.000820544092869063
"835",23101246,0.00134906700143483,50019812,50140737,50106244,1.4,0.01,18.94,0.00528,2.94,27.01,5861.080556,1400,27.66940286,43469.00661,18942,0.000636532,1.02e-06,4.18635557417274,3.20888e-05,2,0.834577009843845,0.781818181818182,9.834805439493,1.00777014615481,19024956.2174193,4.34e-08,0.00134344482742115,5.62217401368721e-06
"836",23101248,9.02118115224457,50155383,50019404,50219321,1.54,0.15,1.54,0.097403,2.15,2.15,1701.077785,1540,15345.73085,1701.077785,1540,9.021181152,0.007137549,1.10483942709629,0.00168279680891179,1,0.326228599287085,1.50947058267427,10.3664600460518,0.128456317357144,18159.9192862303,4.62231762023427e-05,8.97622696141751,0.044954190827056
"837",23101252,1.32047762520851,50155384,50019416,50219320,2.585,0.15,2.59,0.057915,1.77,1.77,2579.637058,2585,3406.353016,2579.637058,2585,1.320477625,0.001924493,0.997332349369746,0.000931290922033199,1,0.287481423628918,0.781818181818182,10.3574514373723,0.303318064251624,42222.4446046272,1.35617008348187e-05,1.31589075185135,0.0045868733571622
"838",23101254,0.011559559850165,50019813,50019819,50106243,4.984,0.03,22.09,0.010865,10.31,31.96,22797.91404,4984,491.5625156,59023.59077,22093,0.008328238,1.54e-05,4.57409977863437,0.0002096063,2,0.868371154548517,0.781818181818182,10.3109201342007,1.72523424273893,2229907.22658466,3.67499999999997e-07,0.0115158336795254,4.37261706396386e-05
"839",23101256,1.33146211325068,50155385,50019417,50219319,2.101,0.17,2.1,0.080952,1.16,1.16,1674.109485,2101,2229.013352,1674.109485,2101,1.331462113,0.001921563,0.798447366853698,0.000924114140589795,1,0.201615305059671,0.781818181818182,9.94429034646397,0.334932076264208,29713.9709166311,1.33524126441756e-05,1.32635308175582,0.00510903149486076
"840",23101258,0.00267327134268689,50019814,50019815,50106242,1.664,0.02,11.7,0.011966,0.87,12.28,4600.459119,1664,472.4896346,28392.33016,11696,0.016641453,3.85e-05,2.7646515903405,5.42722e-05,2,0.676267323086515,1.075396147371,9.96701994468468,1.58608571244547,6504693.89896407,6.18000000000006e-08,0.00266006803452115,1.32033081657397e-05
"841",23101260,0.0122193514527469,50019815,50019811,50043536,1.646,0.01,127.91,0.010632,10.16,190.07,19245.34523,1646,8202.000692,412718.4119,127911,0.019873116,4.32e-05,11.6920737206586,0.000191041,3,1.22643456646172,1.31903428240154,10.5339511606682,1.54205142097117,12806862.7694332,2.43100000000002e-07,0.0121574175911411,6.19338616057665e-05
"842",23101262,0.00389480240800895,50155386,50019822,50219318,2.031,0.09,2.03,0.044335,1.49,1.49,1847.899599,2031,7.197203806,1847.899599,2031,0.003894802,4.83e-06,0.910909618683208,0.0001154345,1,0.252227023909541,0.781818181818182,10.5617732500111,1.32448469623613,779319.657634685,1.08e-07,0.00388101498219279,1.37874258161585e-05
"843",23101264,0.00726495768921957,50155387,50019822,50219317,2.318,0.08,2.32,0.034483,2.89,2.89,2992.358656,2318,21.73935902,2992.358656,2318,0.007264958,7.52e-06,1.29096965785511,0.0001905329,1,0.385701107986393,0.781818181818182,10.4140384909426,1.24589441508375,402760.094058355,2.32300000000002e-07,0.00723838219564776,2.65754935718012e-05
"844",23101272,0.00503259473990905,50019816,50019841,50137369,2.68,0.04,8.16,0.02451,2.47,7.08,5543.72877,2680,509.4970063,11799.64789,8159,0.043179001,7.2e-05,2.06894009454911,0.000110202,2,0.565591620018527,0.781818181818182,10.2187503933975,1.36418517571857,2487407.02849222,1.52100000000001e-07,0.00501323227629803,1.93624636110138e-05
"845",23101274,0.00660372221389199,50019817,50019841,50137368,2.15,0.04,9.04,0.02323,1.52,8.49,4894.061907,2150,581.0829296,14714.27138,9044,0.039491111,6.84e-05,2.27649135809555,0.0001406615,2,0.602105989394013,0.781818181818182,10.4956906503437,1.41790935257701,1577907.91671157,2.05999999999998e-07,0.00657982730983317,2.38949040588235e-05
"846",23101276,0.0170060285502553,50019818,50019815,50045800,0.525,0.01,114.57,0.010561,0.38,167.64,5745.633191,525,7494.34542,365080.7365,114569,0.020527913,4.47e-05,10.944210987898,0.0002250887,3,1.20120605106204,1.35388047229598,9.96371962101622,1.51226453872369,7809328.62526109,3.527e-07,0.016902890420247,0.000103138130008307
"847",23101280,0.0902634601193616,50155388,50019823,50219316,0.507,0.13,0.51,0.254902,0.44,0.44,242.5141336,507,21.89016483,242.5141336,507,0.09026346,4.98e-05,0.479364659373458,0.0005541197,1,0.006911526234856,0.781818181818182,10.7732590063295,0.462430122552424,21667.7042888398,2.77789999999999e-06,0.0899671332331264,0.000296326886235247
"848",23101282,0.628582008798743,50155389,50019823,50219315,0.479,0.1,0.48,0.208333,1.64,1.64,459.273903,479,288.6913125,459.273903,479,0.628582009,0.000176031,0.958080436078874,0.000975749120542002,1,0.272228846507172,0.781818181818182,10.8020648634816,0.478192116710406,19735.4879671634,1.03109528450959e-05,0.62652558188758,0.00205642691116327
"849",23101284,0.127125624700913,50155390,50019791,50219314,2.815,0.1,2.82,0.035461,2.55,2.55,3400.829904,2815,432.332626,3400.829904,2815,0.127125625,0.000169542,1.20865907996394,0.000300007265624714,1,0.36040545618859,0.781818181818182,10.6588042416421,0.546343428767762,224233.552128216,1.56174823050829e-06,0.126694296864998,0.000431327835915221
"850",23101286,0.00283858989258771,50155391,50019806,50219313,4.177,0.04,4.18,0.009569,4.36,4.36,6692.942297,4177,18.99851836,6692.942297,4177,0.00283859,4.36e-06,1.60295174640216,5.83068e-05,1,0.468151686289553,2.75026458591039,9.56500025220025,2.24315372969713,2490737.51231855,2.41000000000001e-08,0.00274073207710728,9.78578154804202e-05
"851",23101288,0.00769928865228556,50155392,50019335,50219312,2.787,0.09,2.79,0.032258,3.06,3.06,3707.762879,2787,28.54713666,3707.762879,2787,0.007699289,9.33e-06,1.33040066716469,0.000138013,1,0.397187467340424,1.3992504321814,10.4820735872206,1.07332177991258,771149.196990718,1.33499999999999e-07,0.00765780229135247,4.14863609330876e-05
"852",23101290,0.00194321340460813,50019819,50019820,50089422,0.891,0.02,22.98,0.011314,1.17,33.14,4153.733009,891,499.6341052,63177.32377,22984,0.00790844,1.51e-05,4.66223314974898,0.0001011533,2,0.875613438978796,0.781818181818182,10.2429587341861,1.7763967436706,10819452.6405597,7.22999999999999e-08,0.00193574283363103,7.47057097710191e-06
"853",23101292,0.00463766970895348,50019820,50019818,50048371,1.18,0.01,111.16,0.009806,2.26,165.36,12821.21426,1180,7038.71468,356400.3909,111156,0.019749458,4.26e-05,10.8656053009536,0.0001179576,3,1.19845503702292,1.24600000152446,9.96670996674929,1.52795984710343,34603350.3927047,9.53999999999989e-08,0.00461174022849471,2.59294804587626e-05
"854",23101294,1.29954905912776,50155393,50019418,50219311,1.944,0.2,1.94,0.103093,0.86,0.86,1326.233193,1944,1723.505098,1326.233193,1944,1.299549059,0.002004076,0.682093496940554,0.000894330774718967,1,0.142373485155098,0.781818181818182,9.90958168397566,0.292126001873048,24803.7072751581,1.28456641210403e-05,1.29458420858252,0.00496485054524094
"855",23101296,2.36032672727417,50155394,50019402,50219310,3.947,0.14,3.95,0.035443,4.26,4.26,6252.518578,3947,14757.98671,6252.518578,3947,2.360326727,0.003464316,1.58349322289867,0.00119331498698396,1,0.463790094996402,1.00643474902311,10.794606228057,0.157065136858394,64361.2925268673,1.94614297536624e-05,2.35249858317062,0.00782814410354839
"856",23101298,0.399648755788803,50019821,50019818,50137367,0.283,0.05,2.89,0.038062,0.07,1.9,293.0300024,283,357.9203385,2934.712445,2888,0.121960957,0.000188379,1.03524096520655,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"857",23101302,0.000671801894736163,50155395,50019178,50219309,2.358,0.04,2.36,0.016949,1.36,1.36,2048.421839,2358,1.376133672,2048.421839,2358,0.000671802,1.01e-06,0.868174096986085,1.92878e-05,1,0.23457518601127,0.959547621486972,8.29404756427119,1.5477060996661,2024994.46536574,1.51e-08,0.000666996604544065,4.80529019209802e-06
"858",23101304,1.81156961104523,50155396,50019419,50219308,1.976,0.2,1.98,0.10101,1.81,1.81,1993.930733,1976,3612.144322,1993.930733,1976,1.811569611,0.00199566,1.00913295255908,0.00108441874140623,1,0.291720309581982,0.781818181818182,9.18965366989363,0.210578723831656,29088.5502427315,1.8886754939688e-05,1.80366524391343,0.00790436713179095
"859",23101306,0.00551302717275377,50155397,50019808,50219307,2.652,0.04,2.65,0.015094,1.57,1.57,2482.740261,2652,13.68741452,2482.740261,2652,0.005513027,8.72e-06,0.936333537113133,2.27679e-05,1,0.263111206408679,3.27563419001491,8.90541493273583,1.3489724687328,2171735.48666844,3.56000000000004e-08,0.00493745203740023,0.000575575135353539
"860",23101308,4.05704237755856,50155398,50019406,50219306,3.261,0.08,3.26,0.02454,3.69,3.69,4788.280141,3261,19426.25545,4788.280141,3261,4.057042378,0.005264568,1.46817963596731,0.0013523218454869,1,0.43483507518354,1.19242727349418,10.4888283026263,0.155037868093504,52369.0546646976,2.81147031397046e-05,4.04082513366994,0.016217243888623
"861",23101310,0.00164539735905727,50155399,50019827,50219305,2.494,0.08,2.49,0.032129,1.35,1.35,2152.960269,2494,3.542475141,2152.960269,2494,0.001645397,2.62e-06,0.864808198229471,8.91135e-05,1,0.232171546972838,0.781818181818182,10.2038118906328,1.73516158631984,1208382.30521713,4.72999999999998e-08,0.00163907102454794,6.32633450933429e-06
"862",23101312,0.00287684369959252,50019822,50019827,50137366,0.916,0.04,5.27,0.039848,0.87,5.25,1618.329104,916,33.59224272,6458.587359,5265,0.005201175,6.4e-06,1.76760342336153,9.87022e-05,2,0.505417137784865,0.781818181818182,10.3740404613643,1.26004590542609,2926930.18465907,8.70000000000003e-08,0.00286615254571467,1.0691153877857e-05
"863",23101314,0.00551474994486599,50155400,50019834,50219304,2.25,0.1,2.25,0.044444,1.48,1.48,2041.931727,2250,11.26074288,2041.931727,2250,0.00551475,7.61e-06,0.907686631166227,0.0001426178,1,0.251252094820553,0.781818181818182,10.5031559169394,1.06582622718565,479608.036922517,1.556e-07,0.00549503835240529,1.97115924606979e-05
"864",23101316,0.000999037584962731,50155401,50019834,50219303,2.979,0.05,2.98,0.016779,2.3,2.3,3413.29536,2979,3.410010353,3413.29536,2979,0.000999038,1.48e-06,1.14476428869141,8.05999e-05,1,0.340196886873741,0.864023419770645,10.5584844637723,1.21804081024552,2285186.62777526,2.63000000000001e-08,0.000995289325958353,3.74825900437786e-06
"865",23101318,0.536566923293469,50019823,50019855,50137365,0.568,0.08,1.55,0.2,0.41,2.49,677.7384626,568,674.2335191,1379.526499,1554,0.488742709,0.000270777,1.19360529026202,0.00095371051055441,2,0.355667884881131,0.781818181818182,10.9417143130532,0.467345887999578,26173.3235910003,8.90289869940456e-06,0.534863129435242,0.00170379385822646
"866",23101320,0.314259552480121,50155402,50019855,50219302,1.971,0.08,1.97,0.040609,1.85,1.85,2013.734564,1971,632.835323,2013.734564,1971,0.314259552,0.000342073,1.02081067974548,0.000480765175035709,1,0.296457669229372,0.781818181818182,10.6623318601579,0.509344998094174,95917.2674012112,3.86622537978597e-06,0.313197676327147,0.00106187615297464
"867",23101328,0.400364575934544,50155403,50019886,50219301,4.519,0.09,4.52,0.019912,4.54,4.54,7401.532493,4519,2963.311418,7401.532493,4519,0.400364576,0.000652712,1.63745192831379,0.000621088420964657,1,0.476521022185397,0.781818181818182,10.9064424230524,0.462259367265254,201752.078622861,4.61828354070828e-06,0.399085067680433,0.00127950825411097
"868",23101330,0.430209889513307,50155404,50019886,50219300,4.805,0.09,4.81,0.018711,4.17,4.17,7518.988949,4805,3234.743405,7518.988949,4805,0.43020989,0.000775718,1.56579475514779,0.000628217023188275,1,0.459114813978075,0.781818181818182,10.691939884691,0.429478067723612,183042.015539874,4.85681281703114e-06,0.428779595638853,0.00143029387445476
"869",23101336,0.0039233890347669,50155405,50019824,50219299,4.102,0.07,4.1,0.017073,3.12,3.12,5515.229437,4102,21.6383907,5515.229437,4102,0.003923389,6.94e-06,1.34406860227073,0.0001212418,1,0.40122243050404,0.781818181818182,9.57636620090566,2.14252684314909,1104550.30730232,1.17e-07,0.00390593668564978,1.74523491171182e-05
"870",23101338,0.000887713629348657,50155406,50019825,50219298,3.351,0.07,3.35,0.020896,1.97,1.97,3540.038453,3351,3.142540383,3540.038453,3351,0.000887714,1.6e-06,1.0551445813986,7.91308e-05,1,0.30921188331488,0.781818181818182,9.246865596164,2.58228677613866,1846775.98603728,2.56e-08,0.00088339880902534,4.31482032331676e-06
"871",23101340,0.00175716521718045,50019824,50019825,50043535,0.307,0,107.13,0.016429,0.14,134.53,2992.469577,307,6657.774314,266606.1797,107132,0.024972318,4.95e-05,9.747282473977,4.78565e-05,4,1.15702805307501,0.9925094039198,10.0460976517514,1.33401568656488,64922046.2888283,4.58999999999999e-08,0.00174906986382633,8.09535335412478e-06
"872",23101342,3.83054970354548,50155407,50019425,50219297,1.549,0.15,1.55,0.096774,1.59,1.59,1460.60813,1549,5594.93204,1460.60813,1549,3.830549704,0.003518825,0.942592986490281,0.00156145931168083,1,0.265856146604622,0.781818181818182,10.2371361199429,0.201017582870316,16051.5720813305,3.95268744259567e-05,3.81751292223857,0.0130367813069091
"873",23101344,1.84704368546684,50155408,50019420,50219296,1.477,0.17,1.48,0.114865,1.01,1.01,1098.297798,1477,2028.604013,1098.297798,1477,1.847043685,0.002008519,0.742324805218768,0.00110532461320049,1,0.175243927475772,0.781818181818182,9.81971855795286,0.17811789554365,19171.0781067803,1.95166572061594e-05,1.84026740894201,0.00677627652483166
"874",23101346,0.00355477937224134,50155409,50019829,50219295,3.634,0.06,3.63,0.016529,3.38,3.38,5094.054637,3634,18.10824035,5094.054637,3634,0.003554779,5.36e-06,1.40190717667557,0.0001048365,1,0.41713296408758,0.781818181818182,10.4671231216778,2.03867261626662,1629155.84214779,1.09799999999999e-07,0.00354172750584339,1.30518663979552e-05
"875",23101348,1.57910555449518,50155410,50019832,50219294,1.947,0.1,1.95,0.051282,1.47,1.47,1761.285849,1947,2781.256267,1761.285849,1947,1.579105554,0.001892011,0.90445331525791,0.00104620999985671,1,0.250026740208211,0.781818181818182,10.7410484585734,0.265825103676266,35116.9334297468,1.64216164774312e-05,1.57411148007521,0.00499407441996986
"876",23101352,0.015620474471001,50019825,50019829,50041555,1.32,0.02,111.8,0.016547,2.17,138.68,13073.74619,1320,6865.134972,283219.9643,111803,0.024239587,4.95e-05,9.90442083335375,0.0002445385,4,1.16312032328488,0.973402358741384,10.0502477829729,1.33359662651076,5755077.07186033,4.15799999999999e-07,0.0155502273869048,7.02470840962285e-05
"877",23101354,0.0023471130660793,50155411,50019177,50219293,10.012,0.02,10.01,0.001998,15.04,15.04,30793.92773,10012,72.27683014,30793.92773,10012,0.002347113,4.81e-06,3.07601415045407,6.19837e-05,1,0.716939320765872,2.67476451550759,10.1599836104829,3.25065007702543,6793761.92870306,2.33999999999998e-08,0.00229274876330188,5.4364302777426e-05
"878",23101356,8.90874030126204,50155412,50019426,50219292,1.728,0.14,1.73,0.080925,2.65,2.65,2131.832242,1728,18991.93981,2131.832242,1728,8.908740301,0.00716677,1.23338077019625,0.00184922455968174,1,0.368402366779223,1.36734070235881,10.414453642603,0.112791579744408,19540.0902305597,5.22282106991255e-05,8.87062525866234,0.0381150425996994
"879",23101358,0.492506715374502,50155413,50019890,50219291,4.818,0.09,4.82,0.018672,4.35,4.35,7715.839104,4818,3800.102573,7715.839104,4818,0.492506715,0.000873587,1.60101547235563,0.00066887823081048,1,0.467944147779877,0.781818181818182,10.8114112211206,0.47896722954516,176727.469765026,5.84274316120367e-06,0.490898410357691,0.00160830501681122
"880",23101360,0.0911582931876183,50155414,50019821,50219290,2.605,0.06,2.61,0.022989,1.83,1.83,2641.682442,2605,240.8112626,2641.682442,2605,0.091158293,0.000131591,1.0149869256308,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"881",23101362,1.26749161583142,50019826,50019890,50106241,1.158,0.05,4.08,0.039216,0.49,5.53,2104.081226,1158,6565.521634,7010.070561,4084,0.936584244,0.001187255,1.81661549823953,0.0015044362605135,1,0.516119688968683,0.781818181818182,10.6442594515147,0.496311883966404,46287.0766662048,1.58070546625419e-05,1.26319984012776,0.00429177570365905
"882",23101364,0.00324965186629657,50019827,50232909,50106240,1.067,0.03,8.83,0.03624,0.83,7.42,2262.228449,1067,44.48617276,10873.77608,8826,0.004091143,6e-06,2.12065807720751,9.75693e-05,2,0.574995982480734,0.875755985334535,10.3435149767995,1.48403732677089,3727252.42693849,7.59999999999997e-08,0.00323677931438002,1.28725519165499e-05
"883",23101366,2.04807313446846,50155415,50019422,50219289,2.098,0.13,2.1,0.061905,1.95,1.95,2204.092714,2098,4514.143073,2204.092714,2098,2.048073134,0.002314945,1.04949249921223,0.00117105687743976,1,0.307095389521943,0.781818181818182,10.312975900841,0.18499846328469,33293.1984315055,2.14022806875494e-05,2.04129841286728,0.00677472160117857
"884",23101368,0.829186471569197,50019828,50019826,50137364,2.675,0.06,2.93,0.037543,2.93,5.05,4631.251747,2675,3898.616321,4905.989334,2926,0.794664655,0.000772003,1.73183262975056,0.000982280246668952,1,0.497689059562193,0.781818181818182,10.6999114704564,0.501441379911658,98809.1976893185,7.83089157071314e-06,0.82640931611967,0.00277715544952731
"885",23101370,0.00224245283079733,50155416,50019836,50219288,2.586,0.1,2.59,0.03861,1.74,1.74,2557.081567,2586,5.734134799,2557.081567,2586,0.002242453,3.3e-06,0.988398796677193,0.0001055162,1,0.283983184604617,0.781818181818182,10.3806881734834,1.34282806290793,900184.371274085,6.73000000000004e-08,0.00223418227040314,8.27056039419326e-06
"886",23101372,0.0235492197474596,50019829,50019836,50039788,1.089,0.02,116.53,0.016562,1.86,143.92,10998.40318,1089,7142.247026,299312.4221,116526,0.02386218,4.96e-05,10.0996841455154,0.0002974835,4,1.17056628450479,0.958725684023504,10.0462251375898,1.33126237021259,3869221.61355551,6.55199999999997e-07,0.0234442002955547,0.000105019451904923
"887",23101374,0.212730358514763,50155417,50019828,50219287,0.251,0.05,0.25,0.2,2.11,2.11,274.7375873,251,58.44502545,274.7375873,251,0.212730359,2.77e-05,1.0939718200022,0.0007740355,1,0.322750482827751,0.781818181818182,10.7326928662953,0.506338568714414,73692.0435808797,2.9798e-06,0.212022791288546,0.000707567226217386
"888",23101376,1.46103966668017,50155418,50019832,50219286,2.743,0.1,2.74,0.036496,2.29,2.29,3131.238142,2743,4574.863132,3131.238142,2743,1.461039667,0.001997757,1.14214173663523,0.00101150722252441,1,0.338779777911841,0.781818181818182,10.6557408622844,0.187792876467818,50845.8539398331,1.55396936133357e-05,1.45653443049052,0.00450523618964271
"889",23101378,0.133286988681834,50155419,50019872,50219285,2.209,0.11,2.21,0.049774,1.84,1.84,2248.804014,2209,299.7363151,2248.804014,2209,0.133286989,0.0001629,1.01790255154791,0.000298319445084495,1,0.295087444630046,0.781818181818182,10.5455627598652,0.487038767440132,177639.063349196,1.55945544233951e-06,0.132826768380748,0.000460220301086024
"890",23101380,0.113235968553346,50155420,50019872,50219284,2.649,0.11,2.65,0.041509,1.64,1.64,2538.443766,2649,287.4431384,2538.443766,2649,0.113235969,0.00017527,0.958080436078874,0.000274532664865904,1,0.272008632671576,0.781818181818182,10.9284487761181,0.509941224726694,205676.452306849,1.32569091881002e-06,0.112873816421278,0.000362152132067719
"891",23101382,0.0114642602832645,50155421,50019831,50219283,6.323,0.05,6.32,0.007911,9.38,9.38,15171.81372,6323,173.9336214,15171.81372,6323,0.01146426,1.85e-05,2.39914134993685,0.000190640610502425,1,0.62220929241268,0.781818181818182,10.25717199013,1.52953870112512,1053597.8150855,3.2919250528822e-07,0.0114207455934968,4.35146897677263e-05
"892",23101384,0.00758051894989427,50019830,50019824,50045799,1.589,0.01,102.72,0.016452,4.44,131.27,15289.6816,1589,6630.877659,258098.4807,102723,0.02569127,5.05e-05,9.62222679570566,0.0001808796,4,1.15209359813544,1.01047086306142,10.0427467535731,1.33093084465011,11400581.2559973,2.33999999999998e-07,0.00754545936676577,3.50595831284976e-05
"893",23101386,2.18184041976929,50019831,50019830,50048370,0.156,0,99.16,0.016438,0.02,124.52,1459.915106,156,6505.824127,240543.2773,99162,0.027046377,5.22e-05,9.35852511108416,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"894",23101388,7.59136393077196,50019832,50019838,50137363,0.515,0.07,5.21,0.051823,0.3,4.05,794.4462934,515,13387.05033,5686.970284,5205,2.353986335,0.003305445,1.54191290049114,0.00272463639933875,2,0.453660352638219,0.781818181818182,10.7967913458777,0.215410752962038,11349.8050079319,6.0405876803272e-05,7.56819696645304,0.0231669643189174
"895",23101390,0.00326454128827988,50155422,50019833,50219282,4.994,0.05,4.99,0.01002,7.14,7.14,10381.42216,4994,33.89058128,10381.42216,4994,0.003264541,4.75e-06,2.07815090176968,0.0001231201,1,0.567472634888669,0.781818181818182,9.69429069771332,1.82538061035264,1995864.05125081,9.95000000000009e-08,0.00325032670561051,1.42145826693688e-05
"896",23101392,0.00180236605689752,50019833,50019831,50051325,0.685,0.01,92.68,0.017048,2.19,115.11,6150.887655,685,3146.588717,223911.5485,92683,0.01405282,2.73e-05,8.97932822931994,7.78432e-05,4,1.1257141959295,1.09187726308675,10.0053583660148,1.33953686047782,60252930.6532129,3.86000000000004e-08,0.00179341973171905,8.94632517846731e-06
"897",23101394,0.00281640285063934,50019834,50232910,50137362,1.953,0.04,7.18,0.026462,2.26,6.05,3718.746754,1953,25.14424219,9173.973841,7182,0.002740823,4.16e-06,1.90461739301243,8.5073e-05,2,0.533989018260166,1.99383084019933,10.1169715276939,1.34067613962741,3815583.22827504,2.74000000000001e-08,0.00278724037462624,2.91624760131016e-05
"898",23101396,0.0897353044320678,50155423,50019899,50219281,2.591,0.11,2.59,0.042471,1.24,1.24,2146.866437,2591,192.6497133,2146.866437,2591,0.089735304,0.000155363,0.826972732615264,0.000241888296213813,1,0.216532293887371,0.781818181818182,10.5548809255262,0.52052455540281,204820.325159418,1.00899445833304e-06,0.0894250142191348,0.000310290212932992
"899",23101398,0.0240272424991725,50155424,50019891,50219280,4.071,0.07,4.07,0.017199,3.71,3.71,5994.499851,4071,144.0313016,5994.499851,4071,0.024027242,3.88e-05,1.47236296191521,0.000191174781374416,1,0.435909584058605,0.781818181818182,10.4426534446562,0.863823281644832,582024.517569068,4.79283032177416e-07,0.023940850482432,8.63920167405416e-05
"900",23101404,0.0132112814807006,50155425,50019835,50219279,13.381,0.04,13.38,0.00299,23.79,23.79,52394.26616,13381,692.1953982,52394.26616,13381,0.013211281,2.91e-05,3.91576241009869,0.000150997152785307,1,0.809052275914324,0.781818181818182,10.0761578444984,1.47657303663565,3299280.9988693,2.21587857495615e-07,0.0131589637021071,5.23177785935109e-05
"901",23101406,0.000808925370889001,50155426,50019175,50219278,5.184,0.03,5.18,0.005792,4.09,4.09,8037.009632,5184,6.501340997,8037.009632,5184,0.000808925,1.59e-06,1.54991029856865,3.27383e-05,1,0.455568643409405,0.781818181818182,9.60001816929156,1.55910736046326,3451275.35604252,2.49000000000002e-08,0.000805329177476285,3.59619341271553e-06
"902",23101408,0.00161436940296411,50019835,50019820,50051324,4.055,0.01,86.99,0.009426,16.62,129.96,38811.95526,4055,6479.620018,280401.8529,86992,0.023108335,4.99e-05,9.57156063710763,6.63967e-05,3,1.15007312220036,1.35517380106215,9.83658514790783,1.51155117616879,90900194.5898497,2.94000000000002e-08,0.00160410960282157,1.02598001425373e-05
"903",23101412,0.0125919901404687,50019836,50019848,50038208,1.155,0.01,120.27,0.016962,1.98,147.63,11822.64217,1155,7296.851755,313692.1459,120267,0.023261187,4.94e-05,10.2359041863315,0.0002091052,4,1.17568872413361,0.997471305100405,10.0594236306565,1.32248337875547,8703506.51181171,3.13399999999999e-07,0.0125345738045209,5.74163359477791e-05
